Name,Date,Température,hémudité
Sidi Bel Abbès,2021/7/12,30.78,28.44
Sidi Bel Abbès,2021/7/13,25.0,34.12
Sidi Bel Abbès,2021/7/14,25.3,45.88
Sidi Bel Abbès,2021/7/15,25.54,47.25
Sidi Bel Abbès,2021/7/16,25.44,55.44
Sidi Bel Abbès,2021/7/17,28.94,37.56
Sidi Bel Abbès,2021/7/18,26.34,47.06
Sidi Bel Abbès,2021/7/19,26.23,40.25
Sidi Bel Abbès,2021/7/20,26.98,44.69
Sidi Bel Abbès,2021/7/21,29.55,39.38
Sidi Bel Abbès,2021/7/22,29.76,39.19
Sidi Bel Abbès,2021/7/23,32.98,31.12
Sidi Bel Abbès,2021/7/24,31.85,27.44
Sidi Bel Abbès,2021/7/25,28.51,31.56
Sidi Bel Abbès,2021/7/26,24.73,47.5
Sidi Bel Abbès,2021/7/27,26.48,53.31
Sidi Bel Abbès,2021/7/28,28.49,46.88
Sidi Bel Abbès,2021/7/29,30.68,45.75
Sidi Bel Abbès,2021/7/30,33.53,29.38
Sidi Bel Abbès,2021/7/31,28.61,33.38

Annaba,2021/7/1,24.88,69.0
Annaba,2021/7/2,25.6,67.88
Annaba,2021/7/3,26.38,64.06
Annaba,2021/7/4,26.73,62.88
Annaba,2021/7/5,25.98,72.44
Annaba,2021/7/6,28.37,56.44
Annaba,2021/7/7,27.26,65.75
Annaba,2021/7/8,26.08,78.31
Annaba,2021/7/9,25.7,67.56
Annaba,2021/7/10,25.28,63.25
Annaba,2021/7/11,27.75,53.62
Annaba,2021/7/12,29.31,55.0
Annaba,2021/7/13,25.76,70.94
Annaba,2021/7/14,24.19,61.75
Annaba,2021/7/15,24.68,64.38
Annaba,2021/7/16,24.77,63.88
Annaba,2021/7/17,24.94,66.12
Annaba,2021/7/18,25.2,67.56
Annaba,2021/7/19,25.28,73.44
Annaba,2021/7/20,26.05,70.0
Annaba,2021/7/21,26.78,65.62
Annaba,2021/7/22,27.62,59.69
Annaba,2021/7/23,29.01,50.5
Annaba,2021/7/24,32.57,37.5
Annaba,2021/7/25,30.55,48.88
Annaba,2021/7/26,28.76,63.75
Annaba,2021/7/27,29.04,65.75
Annaba,2021/7/28,30.4,49.94
Annaba,2021/7/29,28.98,68.81
Annaba,2021/7/30,30.37,55.75
Annaba,2021/7/31,31.3,54.0

Guelma,2021/7/1,25.78,55.69
Guelma,2021/7/2,27.56,43.69
Guelma,2021/7/3,30.31,39.0
Guelma,2021/7/4,30.67,33.75
Guelma,2021/7/5,28.53,38.06
Guelma,2021/7/6,32.41,32.75
Guelma,2021/7/7,30.71,38.62
Guelma,2021/7/8,28.09,50.5
Guelma,2021/7/9,26.52,59.75
Guelma,2021/7/10,27.03,49.69
Guelma,2021/7/11,29.87,34.06
Guelma,2021/7/12,33.7,30.75
Guelma,2021/7/13,27.08,53.5
Guelma,2021/7/14,23.8,56.44
Guelma,2021/7/15,24.83,53.69
Guelma,2021/7/16,23.87,58.19
Guelma,2021/7/17,23.38,60.81
Guelma,2021/7/18,24.14,59.25
Guelma,2021/7/19,24.6,59.88
Guelma,2021/7/20,26.81,48.81
Guelma,2021/7/21,27.84,43.75
Guelma,2021/7/22,28.62,37.88
Guelma,2021/7/23,30.51,29.75
Guelma,2021/7/24,33.83,24.38
Guelma,2021/7/25,33.81,26.44
Guelma,2021/7/26,32.73,30.5
Guelma,2021/7/27,30.92,36.0
Guelma,2021/7/28,33.68,24.19
Guelma,2021/7/29,33.23,30.75
Guelma,2021/7/30,34.35,27.44
Guelma,2021/7/31,33.77,28.94

Constantine,2021/7/1,26.49,49.25
Constantine,2021/7/2,28.51,38.31
Constantine,2021/7/3,30.9,33.31
Constantine,2021/7/4,30.95,28.62
Constantine,2021/7/5,29.47,32.31
Constantine,2021/7/6,32.9,27.38
Constantine,2021/7/7,30.83,32.94
Constantine,2021/7/8,27.87,48.94
Constantine,2021/7/9,26.83,55.94
Constantine,2021/7/10,27.84,44.12
Constantine,2021/7/11,30.93,29.25
Constantine,2021/7/12,34.59,24.56
Constantine,2021/7/13,26.67,52.56
Constantine,2021/7/14,23.6,54.62
Constantine,2021/7/15,24.84,52.62
Constantine,2021/7/16,23.76,57.12
Constantine,2021/7/17,23.56,57.31
Constantine,2021/7/18,24.19,55.69
Constantine,2021/7/19,24.76,55.12
Constantine,2021/7/20,26.76,46.62
Constantine,2021/7/21,27.85,39.88
Constantine,2021/7/22,29.01,33.62
Constantine,2021/7/23,31.18,26.0
Constantine,2021/7/24,34.39,20.56
Constantine,2021/7/25,33.83,25.69
Constantine,2021/7/26,32.32,29.38
Constantine,2021/7/27,31.6,32.81
Constantine,2021/7/28,33.55,23.69
Constantine,2021/7/29,33.19,29.5
Constantine,2021/7/30,34.13,25.12
Constantine,2021/7/31,33.69,26.0

Médéa,2021/7/1,25.63,61.75
Médéa,2021/7/2,26.28,57.88
Médéa,2021/7/3,28.58,44.56
Médéa,2021/7/4,28.58,39.19
Médéa,2021/7/5,29.5,33.44
Médéa,2021/7/6,29.62,37.69
Médéa,2021/7/7,27.48,49.94
Médéa,2021/7/8,25.38,72.19
Médéa,2021/7/9,26.22,64.94
Médéa,2021/7/10,28.08,56.12
Médéa,2021/7/11,31.58,37.94
Médéa,2021/7/12,31.05,35.75
Médéa,2021/7/13,25.2,63.5
Médéa,2021/7/14,24.12,58.75
Médéa,2021/7/15,24.37,65.06
Médéa,2021/7/16,24.75,57.31
Médéa,2021/7/17,27.18,41.19
Médéa,2021/7/18,27.49,43.0
Médéa,2021/7/19,26.69,49.44
Médéa,2021/7/20,27.26,47.81
Médéa,2021/7/21,29.54,38.5
Médéa,2021/7/22,29.99,37.12
Médéa,2021/7/23,30.76,34.88
Médéa,2021/7/24,32.9,31.12
Médéa,2021/7/25,30.37,41.0
Médéa,2021/7/26,26.9,52.12
Médéa,2021/7/27,26.62,66.19
Médéa,2021/7/28,27.72,58.94
Médéa,2021/7/29,29.08,54.62
Médéa,2021/7/30,31.55,40.81
Médéa,2021/7/31,31.72,34.12

Mostaganem,2021/7/1,23.38,81.25
Mostaganem,2021/7/2,23.94,73.75
Mostaganem,2021/7/3,26.0,59.0
Mostaganem,2021/7/4,25.89,56.31
Mostaganem,2021/7/5,26.36,55.19
Mostaganem,2021/7/6,26.24,56.56
Mostaganem,2021/7/7,24.89,69.56
Mostaganem,2021/7/8,24.79,71.31
Mostaganem,2021/7/9,24.99,77.06
Mostaganem,2021/7/10,25.08,76.5
Mostaganem,2021/7/11,27.49,62.44
Mostaganem,2021/7/12,26.75,57.56
Mostaganem,2021/7/13,25.11,67.31
Mostaganem,2021/7/14,25.28,63.5
Mostaganem,2021/7/15,24.67,70.19
Mostaganem,2021/7/16,24.84,69.5
Mostaganem,2021/7/17,25.04,70.19
Mostaganem,2021/7/18,24.44,76.56
Mostaganem,2021/7/19,25.22,65.88
Mostaganem,2021/7/20,25.05,73.44
Mostaganem,2021/7/21,26.37,69.44
Mostaganem,2021/7/22,26.18,78.44
Mostaganem,2021/7/23,28.51,62.0
Mostaganem,2021/7/24,27.93,59.31
Mostaganem,2021/7/25,26.48,56.62
Mostaganem,2021/7/26,25.06,74.0
Mostaganem,2021/7/27,25.35,76.75
Mostaganem,2021/7/28,25.65,81.81
Mostaganem,2021/7/29,25.69,83.81
Mostaganem,2021/7/30,27.33,70.81
Mostaganem,2021/7/31,26.99,54.94

M'Sila,2021/7/1,32.71,32.38
M'Sila,2021/7/2,34.0,28.81
M'Sila,2021/7/3,34.03,28.69
M'Sila,2021/7/4,33.95,23.5
M'Sila,2021/7/5,33.18,22.44
M'Sila,2021/7/6,34.94,20.75
M'Sila,2021/7/7,33.77,24.5
M'Sila,2021/7/8,32.23,28.0
M'Sila,2021/7/9,33.83,23.25
M'Sila,2021/7/10,35.87,19.31
M'Sila,2021/7/11,35.19,24.69
M'Sila,2021/7/12,36.2,18.62
M'Sila,2021/7/13,30.97,31.25
M'Sila,2021/7/14,27.23,41.06
M'Sila,2021/7/15,29.26,40.5
M'Sila,2021/7/16,28.87,38.19
M'Sila,2021/7/17,28.3,35.44
M'Sila,2021/7/18,29.76,30.94
M'Sila,2021/7/19,29.01,34.5
M'Sila,2021/7/20,29.25,35.81
M'Sila,2021/7/21,30.3,29.25
M'Sila,2021/7/22,31.69,27.81
M'Sila,2021/7/23,32.61,24.44
M'Sila,2021/7/24,34.8,21.38
M'Sila,2021/7/25,34.98,20.94
M'Sila,2021/7/26,32.47,25.38
M'Sila,2021/7/27,32.05,25.19
M'Sila,2021/7/28,32.42,23.0
M'Sila,2021/7/29,34.12,18.81
M'Sila,2021/7/30,35.16,17.25
M'Sila,2021/7/31,34.85,20.0

Mascara,2021/7/1,26.12,60.81
Mascara,2021/7/2,28.2,46.38
Mascara,2021/7/3,30.37,33.44
Mascara,2021/7/4,29.66,27.94
Mascara,2021/7/5,30.86,27.25
Mascara,2021/7/6,30.33,29.38
Mascara,2021/7/7,27.84,39.38
Mascara,2021/7/8,27.33,44.06
Mascara,2021/7/9,28.19,59.0
Mascara,2021/7/10,30.3,44.94
Mascara,2021/7/11,35.12,25.56
Mascara,2021/7/12,31.3,29.88
Mascara,2021/7/13,27.03,41.75
Mascara,2021/7/14,27.04,46.81
Mascara,2021/7/15,26.45,51.69
Mascara,2021/7/16,26.3,57.38
Mascara,2021/7/17,28.4,46.0
Mascara,2021/7/18,27.19,50.62
Mascara,2021/7/19,27.01,47.69
Mascara,2021/7/20,27.67,52.56
Mascara,2021/7/21,29.87,44.94
Mascara,2021/7/22,29.33,52.69
Mascara,2021/7/23,33.17,35.75
Mascara,2021/7/24,33.2,27.75
Mascara,2021/7/25,29.71,28.94
Mascara,2021/7/26,26.58,49.75
Mascara,2021/7/27,27.18,60.56
Mascara,2021/7/28,28.12,60.88
Mascara,2021/7/29,29.06,61.19
Mascara,2021/7/30,33.84,34.0
Mascara,2021/7/31,30.13,30.56

Ouargla,2021/7/1,39.1,8.25
Ouargla,2021/7/2,38.72,7.25
Ouargla,2021/7/3,39.22,7.5
Ouargla,2021/7/4,40.21,7.81
Ouargla,2021/7/5,39.34,8.31
Ouargla,2021/7/6,39.73,7.19
Ouargla,2021/7/7,38.55,10.12
Ouargla,2021/7/8,38.23,12.88
Ouargla,2021/7/9,37.32,13.25
Ouargla,2021/7/10,38.58,12.88
Ouargla,2021/7/11,38.97,14.44
Ouargla,2021/7/12,37.85,16.19
Ouargla,2021/7/13,38.64,11.88
Ouargla,2021/7/14,34.84,24.44
Ouargla,2021/7/15,36.47,24.94
Ouargla,2021/7/16,36.79,21.62
Ouargla,2021/7/17,35.03,26.19
Ouargla,2021/7/18,35.16,22.19
Ouargla,2021/7/19,35.74,18.69
Ouargla,2021/7/20,35.3,19.75
Ouargla,2021/7/21,34.58,21.5
Ouargla,2021/7/22,35.46,21.75
Ouargla,2021/7/23,35.47,21.31
Ouargla,2021/7/24,35.36,15.75
Ouargla,2021/7/25,35.3,12.56
Ouargla,2021/7/26,34.58,12.75
Ouargla,2021/7/27,34.94,14.25
Ouargla,2021/7/28,34.93,16.62
Ouargla,2021/7/29,34.76,14.38
Ouargla,2021/7/30,35.78,11.75
Ouargla,2021/7/31,36.72,11.69

Oran,2021/7/1,24.85,66.94
Oran,2021/7/2,26.95,52.88
Oran,2021/7/3,28.31,42.19
Oran,2021/7/4,27.78,36.69
Oran,2021/7/5,28.89,35.88
Oran,2021/7/6,28.37,38.75
Oran,2021/7/7,26.34,47.88
Oran,2021/7/8,26.04,51.12
Oran,2021/7/9,26.12,69.5
Oran,2021/7/10,28.53,52.69
Oran,2021/7/11,32.68,32.69
Oran,2021/7/12,29.19,38.75
Oran,2021/7/13,25.76,49.69
Oran,2021/7/14,25.79,56.38
Oran,2021/7/15,25.05,61.94
Oran,2021/7/16,24.82,68.44
Oran,2021/7/17,26.88,56.56
Oran,2021/7/18,25.95,59.62
Oran,2021/7/19,25.83,56.19
Oran,2021/7/20,26.04,61.38
Oran,2021/7/21,27.94,55.88
Oran,2021/7/22,27.66,62.62
Oran,2021/7/23,31.11,47.75
Oran,2021/7/24,30.03,43.25
Oran,2021/7/25,27.78,38.75
Oran,2021/7/26,25.39,60.25
Oran,2021/7/27,25.87,68.31
Oran,2021/7/28,26.48,70.88
Oran,2021/7/29,27.69,68.25
Oran,2021/7/30,31.49,45.0
Oran,2021/7/31,27.83,41.81

El Bayadh,2021/7/1,31.48,20.0
El Bayadh,2021/7/2,30.68,25.62
El Bayadh,2021/7/3,31.6,19.88
El Bayadh,2021/7/4,31.79,17.62
El Bayadh,2021/7/5,32.05,13.69
El Bayadh,2021/7/6,31.49,14.19
El Bayadh,2021/7/7,29.27,24.81
El Bayadh,2021/7/8,28.87,32.56
El Bayadh,2021/7/9,31.01,15.69
El Bayadh,2021/7/10,31.54,13.94
El Bayadh,2021/7/11,32.18,13.25
El Bayadh,2021/7/12,31.13,19.31
El Bayadh,2021/7/13,27.38,25.0
El Bayadh,2021/7/14,27.15,37.06
El Bayadh,2021/7/15,29.42,26.75
El Bayadh,2021/7/16,29.63,29.38
El Bayadh,2021/7/17,30.51,20.12
El Bayadh,2021/7/18,28.69,28.94
El Bayadh,2021/7/19,26.25,31.25
El Bayadh,2021/7/20,27.55,28.19
El Bayadh,2021/7/21,29.41,21.62
El Bayadh,2021/7/22,30.68,18.94
El Bayadh,2021/7/23,31.6,17.25
El Bayadh,2021/7/24,32.05,16.94
El Bayadh,2021/7/25,30.66,25.88
El Bayadh,2021/7/26,28.03,30.06
El Bayadh,2021/7/27,28.94,26.12
El Bayadh,2021/7/28,31.09,14.38
El Bayadh,2021/7/29,31.84,14.94
El Bayadh,2021/7/30,31.96,17.06
El Bayadh,2021/7/31,31.01,24.5

Illizi,2021/7/1,36.26,10.69
Illizi,2021/7/2,36.45,10.12
Illizi,2021/7/3,36.49,9.88
Illizi,2021/7/4,37.3,8.81
Illizi,2021/7/5,38.4,8.12
Illizi,2021/7/6,37.48,7.69
Illizi,2021/7/7,36.33,12.88
Illizi,2021/7/8,34.64,14.94
Illizi,2021/7/9,34.79,16.56
Illizi,2021/7/10,34.84,14.12
Illizi,2021/7/11,36.18,14.0
Illizi,2021/7/12,34.95,13.25
Illizi,2021/7/13,33.09,13.31
Illizi,2021/7/14,34.41,13.5
Illizi,2021/7/15,35.94,11.94
Illizi,2021/7/16,37.15,13.56
Illizi,2021/7/17,37.82,12.88
Illizi,2021/7/18,35.69,18.25
Illizi,2021/7/19,35.7,16.69
Illizi,2021/7/20,36.73,14.94
Illizi,2021/7/21,36.15,15.94
Illizi,2021/7/22,34.04,17.44
Illizi,2021/7/23,32.55,17.25
Illizi,2021/7/24,33.08,18.56
Illizi,2021/7/25,32.98,16.31
Illizi,2021/7/26,33.61,14.62
Illizi,2021/7/27,34.94,14.5
Illizi,2021/7/28,34.67,13.88
Illizi,2021/7/29,34.23,13.0
Illizi,2021/7/30,33.31,13.06
Illizi,2021/7/31,33.95,12.19

Bordj Bou Arreridj,2021/7/1,29.45,38.56
Bordj Bou Arreridj,2021/7/2,30.08,36.88
Bordj Bou Arreridj,2021/7/3,29.8,35.31
Bordj Bou Arreridj,2021/7/4,30.03,30.25
Bordj Bou Arreridj,2021/7/5,28.15,34.38
Bordj Bou Arreridj,2021/7/6,29.01,36.81
Bordj Bou Arreridj,2021/7/7,28.4,37.56
Bordj Bou Arreridj,2021/7/8,26.74,42.19
Bordj Bou Arreridj,2021/7/9,27.07,48.12
Bordj Bou Arreridj,2021/7/10,28.93,38.31
Bordj Bou Arreridj,2021/7/11,29.6,38.31
Bordj Bou Arreridj,2021/7/12,30.01,33.69
Bordj Bou Arreridj,2021/7/13,25.26,50.31
Bordj Bou Arreridj,2021/7/14,21.72,59.19
Bordj Bou Arreridj,2021/7/15,23.64,57.19
Bordj Bou Arreridj,2021/7/16,22.83,57.06
Bordj Bou Arreridj,2021/7/17,22.44,48.88
Bordj Bou Arreridj,2021/7/18,23.42,45.5
Bordj Bou Arreridj,2021/7/19,23.43,49.94
Bordj Bou Arreridj,2021/7/20,24.65,48.69
Bordj Bou Arreridj,2021/7/21,25.43,39.69
Bordj Bou Arreridj,2021/7/22,26.47,41.06
Bordj Bou Arreridj,2021/7/23,26.92,38.62
Bordj Bou Arreridj,2021/7/24,28.2,34.69
Bordj Bou Arreridj,2021/7/25,29.06,31.0
Bordj Bou Arreridj,2021/7/26,27.94,31.75
Bordj Bou Arreridj,2021/7/27,27.24,27.75
Bordj Bou Arreridj,2021/7/28,27.08,32.12
Bordj Bou Arreridj,2021/7/29,28.9,28.94
Bordj Bou Arreridj,2021/7/30,30.47,27.19
Bordj Bou Arreridj,2021/7/31,29.99,28.75

Boumerdès,2021/7/1,23.8,77.5
Boumerdès,2021/7/2,24.4,79.31
Boumerdès,2021/7/3,25.23,72.38
Boumerdès,2021/7/4,25.4,68.5
Boumerdès,2021/7/5,26.61,60.5
Boumerdès,2021/7/6,26.68,62.44
Boumerdès,2021/7/7,25.88,69.75
Boumerdès,2021/7/8,24.72,84.81
Boumerdès,2021/7/9,24.71,75.44
Boumerdès,2021/7/10,25.04,75.69
Boumerdès,2021/7/11,27.88,59.44
Boumerdès,2021/7/12,27.04,62.75
Boumerdès,2021/7/13,24.69,75.56
Boumerdès,2021/7/14,24.0,68.12
Boumerdès,2021/7/15,24.33,72.0
Boumerdès,2021/7/16,24.19,69.31
Boumerdès,2021/7/17,24.64,66.81
Boumerdès,2021/7/18,25.05,68.19
Boumerdès,2021/7/19,25.06,70.94
Boumerdès,2021/7/20,25.35,73.44
Boumerdès,2021/7/21,26.8,63.06
Boumerdès,2021/7/22,27.15,62.06
Boumerdès,2021/7/23,28.03,60.06
Boumerdès,2021/7/24,29.08,54.75
Boumerdès,2021/7/25,27.23,65.38
Boumerdès,2021/7/26,25.34,76.62
Boumerdès,2021/7/27,25.42,80.69
Boumerdès,2021/7/28,26.32,78.69
Boumerdès,2021/7/29,27.25,74.69
Boumerdès,2021/7/30,28.05,67.12
Boumerdès,2021/7/31,28.24,64.62

El Tarf,2021/7/1,25.19,67.56
El Tarf,2021/7/2,26.04,63.94
El Tarf,2021/7/3,27.02,61.75
El Tarf,2021/7/4,27.16,61.25
El Tarf,2021/7/5,26.04,71.81
El Tarf,2021/7/6,29.4,52.75
El Tarf,2021/7/7,27.64,64.31
El Tarf,2021/7/8,26.6,75.12
El Tarf,2021/7/9,25.79,67.25
El Tarf,2021/7/10,25.34,61.56
El Tarf,2021/7/11,27.78,49.94
El Tarf,2021/7/12,29.94,50.75
El Tarf,2021/7/13,26.54,67.31
El Tarf,2021/7/14,24.26,60.62
El Tarf,2021/7/15,24.83,62.69
El Tarf,2021/7/16,24.83,63.69
El Tarf,2021/7/17,24.93,66.88
El Tarf,2021/7/18,25.08,68.19
El Tarf,2021/7/19,25.12,73.81
El Tarf,2021/7/20,26.04,68.69
El Tarf,2021/7/21,27.05,61.75
El Tarf,2021/7/22,27.68,57.81
El Tarf,2021/7/23,29.28,47.12
El Tarf,2021/7/24,32.33,37.94
El Tarf,2021/7/25,31.01,46.0
El Tarf,2021/7/26,29.82,56.12
El Tarf,2021/7/27,29.3,62.31
El Tarf,2021/7/28,31.44,41.31
El Tarf,2021/7/29,29.53,61.31
El Tarf,2021/7/30,30.22,56.12
El Tarf,2021/7/31,31.68,51.0

Tindouf,2021/7/1,33.5,25.38
Tindouf,2021/7/2,35.62,17.69
Tindouf,2021/7/3,38.01,10.69
Tindouf,2021/7/4,36.71,14.75
Tindouf,2021/7/5,36.88,18.44
Tindouf,2021/7/6,36.27,21.06
Tindouf,2021/7/7,34.84,21.06
Tindouf,2021/7/8,29.9,34.0
Tindouf,2021/7/9,31.17,32.25
Tindouf,2021/7/10,35.88,14.19
Tindouf,2021/7/11,36.17,26.56
Tindouf,2021/7/12,38.14,14.12
Tindouf,2021/7/13,37.14,10.88
Tindouf,2021/7/14,37.54,14.69
Tindouf,2021/7/15,37.15,15.62
Tindouf,2021/7/16,37.23,14.44
Tindouf,2021/7/17,38.48,16.19
Tindouf,2021/7/18,39.15,12.0
Tindouf,2021/7/19,37.2,8.5
Tindouf,2021/7/20,36.04,13.31
Tindouf,2021/7/21,36.97,15.69
Tindouf,2021/7/22,38.78,11.12
Tindouf,2021/7/23,38.62,13.25
Tindouf,2021/7/24,37.78,11.69
Tindouf,2021/7/25,37.87,11.38
Tindouf,2021/7/26,34.52,20.0
Tindouf,2021/7/27,31.88,34.94
Tindouf,2021/7/28,34.37,27.06
Tindouf,2021/7/29,37.38,11.12
Tindouf,2021/7/30,37.43,12.62
Tindouf,2021/7/31,35.97,8.25

Tissemsilt,2021/7/1,27.98,41.19
Tissemsilt,2021/7/2,28.38,36.88
Tissemsilt,2021/7/3,30.0,29.69
Tissemsilt,2021/7/4,28.36,27.88
Tissemsilt,2021/7/5,29.76,26.56
Tissemsilt,2021/7/6,29.21,28.88
Tissemsilt,2021/7/7,26.89,36.56
Tissemsilt,2021/7/8,27.12,48.5
Tissemsilt,2021/7/9,29.94,42.94
Tissemsilt,2021/7/10,31.36,28.75
Tissemsilt,2021/7/11,33.48,26.25
Tissemsilt,2021/7/12,29.87,30.62
Tissemsilt,2021/7/13,25.17,40.81
Tissemsilt,2021/7/14,24.43,46.94
Tissemsilt,2021/7/15,27.26,41.44
Tissemsilt,2021/7/16,26.19,42.94
Tissemsilt,2021/7/17,27.95,31.12
Tissemsilt,2021/7/18,26.86,38.31
Tissemsilt,2021/7/19,26.63,37.62
Tissemsilt,2021/7/20,27.24,36.19
Tissemsilt,2021/7/21,28.59,30.31
Tissemsilt,2021/7/22,29.95,25.81
Tissemsilt,2021/7/23,31.61,23.44
Tissemsilt,2021/7/24,32.15,23.62
Tissemsilt,2021/7/25,28.71,29.31
Tissemsilt,2021/7/26,25.18,41.5
Tissemsilt,2021/7/27,27.89,44.88
Tissemsilt,2021/7/28,30.28,27.81
Tissemsilt,2021/7/29,29.2,30.75
Tissemsilt,2021/7/30,33.17,24.44
Tissemsilt,2021/7/31,29.78,31.88

El Oued ,2021/7/1,39.35,9.0
El Oued ,2021/7/2,38.19,7.81
El Oued ,2021/7/3,38.26,12.5
El Oued ,2021/7/4,39.84,8.69
El Oued ,2021/7/5,37.83,14.88
El Oued ,2021/7/6,36.33,20.62
El Oued ,2021/7/7,37.07,19.69
El Oued ,2021/7/8,35.93,24.94
El Oued ,2021/7/9,35.33,24.56
El Oued ,2021/7/10,38.11,14.69
El Oued ,2021/7/11,36.37,23.69
El Oued ,2021/7/12,36.48,18.06
El Oued ,2021/7/13,37.88,15.06
El Oued ,2021/7/14,32.52,35.0
El Oued ,2021/7/15,32.28,35.19
El Oued ,2021/7/16,33.66,33.19
El Oued ,2021/7/17,32.26,32.12
El Oued ,2021/7/18,32.65,27.12
El Oued ,2021/7/19,33.06,24.38
El Oued ,2021/7/20,33.58,26.19
El Oued ,2021/7/21,33.79,27.81
El Oued ,2021/7/22,34.08,25.56
El Oued ,2021/7/23,34.19,24.69
El Oued ,2021/7/24,35.01,18.81
El Oued ,2021/7/25,35.58,15.56
El Oued ,2021/7/26,35.08,13.5
El Oued ,2021/7/27,33.65,22.94
El Oued ,2021/7/28,32.71,30.69
El Oued ,2021/7/29,33.35,23.0
El Oued ,2021/7/30,35.62,14.31
El Oued ,2021/7/31,37.27,12.0

Khenchela,2021/7/1,31.98,17.69
Khenchela,2021/7/2,31.69,18.81
Khenchela,2021/7/3,31.83,19.81
Khenchela,2021/7/4,31.64,19.5
Khenchela,2021/7/5,30.05,23.31
Khenchela,2021/7/6,31.28,22.69
Khenchela,2021/7/7,30.37,26.62
Khenchela,2021/7/8,28.7,32.25
Khenchela,2021/7/9,28.54,38.62
Khenchela,2021/7/10,31.19,25.88
Khenchela,2021/7/11,30.44,26.62
Khenchela,2021/7/12,31.4,22.06
Khenchela,2021/7/13,28.61,35.69
Khenchela,2021/7/14,24.11,49.0
Khenchela,2021/7/15,26.2,40.0
Khenchela,2021/7/16,25.12,45.38
Khenchela,2021/7/17,22.86,44.88
Khenchela,2021/7/18,23.02,44.75
Khenchela,2021/7/19,24.62,42.81
Khenchela,2021/7/20,25.87,41.25
Khenchela,2021/7/21,26.59,35.69
Khenchela,2021/7/22,27.31,32.19
Khenchela,2021/7/23,28.69,30.69
Khenchela,2021/7/24,29.9,25.94
Khenchela,2021/7/25,30.23,24.5
Khenchela,2021/7/26,28.33,19.75
Khenchela,2021/7/27,27.67,23.5
Khenchela,2021/7/28,29.37,23.31
Khenchela,2021/7/29,30.26,23.81
Khenchela,2021/7/30,31.47,20.62
Khenchela,2021/7/31,31.62,18.38

Souk Ahras,2021/7/1,24.97,58.38
Souk Ahras,2021/7/2,26.4,47.38
Souk Ahras,2021/7/3,28.99,43.19
Souk Ahras,2021/7/4,29.31,40.38
Souk Ahras,2021/7/5,26.89,44.75
Souk Ahras,2021/7/6,31.08,37.31
Souk Ahras,2021/7/7,30.4,40.75
Souk Ahras,2021/7/8,28.14,50.88
Souk Ahras,2021/7/9,26.23,59.19
Souk Ahras,2021/7/10,26.24,51.69
Souk Ahras,2021/7/11,28.5,36.62
Souk Ahras,2021/7/12,31.98,34.31
Souk Ahras,2021/7/13,26.98,53.5
Souk Ahras,2021/7/14,23.44,56.94
Souk Ahras,2021/7/15,24.21,53.75
Souk Ahras,2021/7/16,23.35,59.81
Souk Ahras,2021/7/17,22.34,65.75
Souk Ahras,2021/7/18,23.13,62.94
Souk Ahras,2021/7/19,23.5,65.5
Souk Ahras,2021/7/20,25.76,53.19
Souk Ahras,2021/7/21,27.05,47.25
Souk Ahras,2021/7/22,27.66,41.31
Souk Ahras,2021/7/23,29.03,32.56
Souk Ahras,2021/7/24,31.83,29.0
Souk Ahras,2021/7/25,32.73,28.38
Souk Ahras,2021/7/26,31.98,30.94
Souk Ahras,2021/7/27,29.9,38.12
Souk Ahras,2021/7/28,32.22,26.31
Souk Ahras,2021/7/29,32.08,32.12
Souk Ahras,2021/7/30,33.08,31.62
Souk Ahras,2021/7/31,33.02,32.06

Tipaza,2021/7/1,25.63,61.75
Tipaza,2021/7/2,26.28,57.88
Tipaza,2021/7/3,28.58,44.56
Tipaza,2021/7/4,28.58,39.19
Tipaza,2021/7/5,29.5,33.44
Tipaza,2021/7/6,29.62,37.69
Tipaza,2021/7/7,27.48,49.94
Tipaza,2021/7/8,25.38,72.19
Tipaza,2021/7/9,26.22,64.94
Tipaza,2021/7/10,28.08,56.12
Tipaza,2021/7/11,31.58,37.94
Tipaza,2021/7/12,31.05,35.75
Tipaza,2021/7/13,25.2,63.5
Tipaza,2021/7/14,24.12,58.75
Tipaza,2021/7/15,24.37,65.06
Tipaza,2021/7/16,24.75,57.31
Tipaza,2021/7/17,27.18,41.19
Tipaza,2021/7/18,27.49,43.0
Tipaza,2021/7/19,26.69,49.44
Tipaza,2021/7/20,27.26,47.81
Tipaza,2021/7/21,29.54,38.5
Tipaza,2021/7/22,29.99,37.12
Tipaza,2021/7/23,30.76,34.88
Tipaza,2021/7/24,32.9,31.12
Tipaza,2021/7/25,30.37,41.0
Tipaza,2021/7/26,26.9,52.12
Tipaza,2021/7/27,26.62,66.19
Tipaza,2021/7/28,27.72,58.94
Tipaza,2021/7/29,29.08,54.62
Tipaza,2021/7/30,31.55,40.81
Tipaza,2021/7/31,31.72,34.12

Mila,2021/7/1,23.31,59.31
Mila,2021/7/2,23.98,61.88
Mila,2021/7/3,22.83,73.75
Mila,2021/7/4,20.87,84.5
Mila,2021/7/5,23.19,66.69
Mila,2021/7/6,24.53,65.62
Mila,2021/7/7,25.55,65.06
Mila,2021/7/8,24.08,74.75
Mila,2021/7/9,22.64,60.0
Mila,2021/7/10,23.89,60.12
Mila,2021/7/11,24.59,64.25
